5=0.39196197061365595,6=0.15773552290406204,7=0.09709017574186098,12=0.06741573033707857,1=0.03831748775568995,9=0.03716508210890229,0=0.037021031403053836,11=0.032843560933448535,10=0.03010659752232782,2=0.029674445404782448,8=0.027081532699510188,4=0.02679343128781327,3=0.026793431287813266,
10=0.24896105895028467,2=0.24696013544712944,5=0.17354163460058497,8=0.06356780052331847,1=0.0558719408957981,6=0.045482530398645526,4=0.04255810374018778,12=0.02755117746652302,11=0.022856703093735588,9=0.022164075727258762,3=0.02147144836078192,7=0.014776050484839185,0=0.014237340310912758,
10=0.41114423297408825,6=0.08186195826645268,12=0.07188718183902781,4=0.06420545746388442,11=0.055147901857372165,8=0.05056179775280896,5=0.04563173584040358,2=0.04322403118550791,7=0.042994725980279744,9=0.042880073377665674,0=0.03439578078422379,3=0.02889245585874797,1=0.027172666819536798,
6=0.19531436767869967,9=0.1169017451589769,7=0.10470953860865412,10=0.08940951470236672,0=0.07267511355486495,2=0.07100167344011475,12=0.06072196987807794,1=0.05785321539564904,11=0.05355008367200573,5=0.046139134592397754,8=0.0447047573511833,4=0.0435094429835046,3=0.04350944298350459,
6=0.1703268641470888,9=0.14581205311542386,7=0.11031664964249226,0=0.09627170582226763,1=0.0689479060265578,11=0.06256384065372837,12=0.061031664964249305,10=0.05183861082737489,8=0.048518896833503584,5=0.04749744637385086,4=0.04570990806945861,3=0.045709908069458606,2=0.04545454545454543,
8=0.1785539814362483,0=0.11284807034684904,7=0.1082071323888617,9=0.08964338055691261,4=0.08842208109428439,1=0.07401074743527118,11=0.06253053248656576,3=0.05837811431362973,12=0.050561797752809036,6=0.04640937957987306,2=0.04347826086956529,5=0.04347826086956529,10=0.04347826086956529,
0=0.1382362955396663,9=0.11372148450800137,1=0.09499489274770168,7=0.08137555328566558,11=0.08103506979911468,12=0.0663942798774259,2=0.06060606060606056,3=0.06060606060606056,4=0.06060606060606056,5=0.06060606060606056,6=0.06060606060606056,8=0.06060606060606056,10=0.06060606060606056,
11=0.4074074074074073,4=0.07344985434873079,8=0.06908031627132752,0=0.06408655846858093,9=0.05513940907199336,1=0.04993757802746566,10=0.04515189346650021,7=0.04307116104868917,3=0.042030794839783614,12=0.03953391593841036,2=0.03703703703703708,5=0.03703703703703708,6=0.03703703703703708,
11=0.14004815409309787,10=0.07383627608346705,9=0.07182985553772066,0=0.07142857142857138,1=0.07142857142857138,2=0.07142857142857138,3=0.07142857142857138,4=0.07142857142857138,5=0.07142857142857138,6=0.07142857142857138,7=0.07142857142857138,8=0.07142857142857138,12=0.07142857142857138,
4=0.29989299090422683,5=0.11476725521669331,8=0.07784911717495978,3=0.06821829855537713,11=0.052166934189406045,10=0.04922418405564467,12=0.04895666131621181,0=0.04868913857677895,2=0.0484216158373461,6=0.0484216158373461,1=0.04815409309791325,7=0.04761904761904755,9=0.04761904761904755,
2=0.43656594305661606,6=0.142685720519254,5=0.12839533107886994,10=0.043198429148030966,0=0.03992582087924074,9=0.036325951783571495,1=0.03185338714955819,11=0.029889822188284055,7=0.025089996727391727,12=0.024762735900512704,4=0.021926475400894506,8=0.019744736555034358,3=0.01963564961274135,
2=0.25627057087731253,11=0.22653501305186682,10=0.10838724321870385,4=0.10623084780388148,6=0.09499489274770175,8=0.03348087617750538,3=0.030303030303030297,0=0.026671206446487326,9=0.02485529451821585,7=0.024287822040631006,1=0.023379866076495268,12=0.02269889910339345,5=0.021904437634774683,
6=0.22621722846441902,2=0.10212234706616721,5=0.09213483146067411,0=0.0781523096129837,9=0.07191011235955048,1=0.06267166042446937,7=0.06142322097378272,12=0.05742821473158547,11=0.05717852684144815,10=0.05068664169787762,4=0.04993757802746563,3=0.04519350811485638,8=0.04494382022471903,
6=0.22733211392735853,11=0.11889208257120473,5=0.08622942252417047,9=0.07316435850535676,0=0.0726417559446042,1=0.06741573033707873,7=0.0574862816827803,12=0.0535667624771362,2=0.051476352234126,10=0.05016984583224464,4=0.04807943558923444,3=0.04677292918735307,8=0.04677292918735307,
4=0.2387016229712856,0=0.096629213483146,9=0.08938826466916346,1=0.07365792759051176,8=0.07215980024968782,3=0.06616729088639194,6=0.06416978776529336,11=0.06092384519350807,7=0.05493133583021219,12=0.04893882646691629,2=0.04494382022471904,5=0.04469413233458171,10=0.04469413233458171,
0=0.12789160608063435,9=0.11962987442167859,1=0.09187045604758746,6=0.08426966292134819,11=0.07832121612690009,7=0.07633840052875071,12=0.06642432253800386,2=0.060145406477197495,4=0.05981493721083926,3=0.05882352941176458,5=0.05882352941176458,8=0.05882352941176458,10=0.05882352941176458,
0=0.13795255930087388,9=0.12640449438202248,1=0.09675405742821461,11=0.08114856429463162,12=0.07709113607990004,7=0.07615480649188504,6=0.06866416978776518,8=0.05649188514357044,4=0.05617977528089878,2=0.05586766541822711,3=0.05586766541822711,5=0.05586766541822711,10=0.05555555555555545,
0=0.13582286847323183,9=0.11169861202908116,1=0.09021810971579629,6=0.08393919365498995,11=0.079643093192333,7=0.07699933906146714,12=0.06543291473892915,2=0.06047587574355572,4=0.05948446794448104,5=0.059153998678122814,3=0.05915399867812281,8=0.05915399867812281,10=0.05882352941176458,
5=0.2579298001392064,8=0.14338271850452425,6=0.12488813761559114,3=0.1071890225713434,1=0.06930496171820623,4=0.04633588545291836,11=0.04385005468827683,9=0.043850054688276796,2=0.04315402207417719,7=0.035298796857909896,12=0.03311126578502536,0=0.02654867256637169,10=0.02515660733817243,
10=0.4171428571428571,2=0.1501765650080257,3=0.06869983948635633,8=0.0651043338683788,6=0.056308186195826664,5=0.052006420545746404,11=0.0470626003210273,12=0.03152487961476726,4=0.02850722311396469,9=0.02568218298555376,7=0.024590690208667724,0=0.01682182985553772,1=0.016372391653290522,
6=0.2006914433880723,11=0.18219533275713026,7=0.11011235955056169,12=0.09040622299049259,1=0.0807260155574761,9=0.06603284356093338,8=0.043906655142610135,3=0.041313742437337875,0=0.040968020743301595,5=0.03820224719101119,10=0.03699222126188413,4=0.03491789109766632,2=0.03353500432152113,
8=0.22765773552290378,6=0.1913569576490922,9=0.08591184096802061,4=0.07363872082973198,7=0.0646499567847882,3=0.05998271391529813,1=0.05514261019878992,0=0.05427830596369918,12=0.05116681071737246,11=0.04044943820224714,5=0.032324978392394066,10=0.03232497839239405,2=0.031114952463267006,
6=0.23829588014981276,1=0.15777153558052434,9=0.10205992509363294,7=0.08286516853932584,12=0.05758426966292138,0=0.05758426966292136,11=0.04985955056179772,5=0.042837078651685345,10=0.0426029962546816,3=0.042368913857677847,8=0.042368913857677847,4=0.0421348314606741,2=0.041666666666666616,
6=0.24292134831460677,9=0.11101123595505613,8=0.10988764044943812,7=0.08471910112359547,12=0.06606741573033706,0=0.06426966292134832,1=0.05595505617977529,11=0.05460674157303371,4=0.044719101123595534,3=0.04247191011235958,2=0.0413483146067416,5=0.04112359550561801,10=0.04089887640449441,
5=0.28951310861423246,6=0.1794007490636704,9=0.08370786516853922,7=0.06928838951310856,12=0.05805243445692878,0=0.046067415730337055,1=0.045131086142322065,11=0.04456928838951309,2=0.04400749063670408,10=0.038202247191011215,3=0.0342696629213483,4=0.03408239700374531,8=0.03370786516853932,
8=0.2458494046620831,6=0.17306724802951523,7=0.10833473084018108,9=0.08468891497568334,4=0.07278215663256747,12=0.05165185309408016,0=0.050310246520207956,1=0.04242830789870872,3=0.040583598859634425,11=0.03739728324668794,5=0.03119235284252896,2=0.03085695119906091,10=0.03085695119906091,
6=0.19081751259201868,3=0.1441301820999611,12=0.09724912824486638,9=0.09104998062766372,2=0.08117008911274702,7=0.07458349476946922,1=0.059473072452537794,0=0.05501743510267341,10=0.05327392483533517,11=0.04475009686168151,5=0.03796977915536612,8=0.035257652072839964,4=0.03525765207283995,
6=0.2220224719101123,11=0.14179775280898876,7=0.13123595505617977,9=0.09191011235955054,12=0.06044943820224718,0=0.05820224719101124,1=0.048764044943820244,10=0.043370786516853964,5=0.0413483146067416,4=0.04067415730337081,8=0.04022471910112362,2=0.04000000000000003,3=0.04000000000000003,
8=0.2714107365792757,4=0.11360799001248431,10=0.08639200998751553,2=0.07615480649188505,3=0.07066167290886387,12=0.055181023720349526,5=0.0489388264669163,7=0.047440699126092334,11=0.04719101123595501,1=0.04644194756554301,9=0.04569288389513102,0=0.045443196004993705,6=0.0454431960049937,
6=0.26245178601375146,9=0.14875062887808152,12=0.12309240315277548,7=0.09106154620157637,0=0.07529766895857791,1=0.05215495555928224,11=0.04309911118564482,5=0.042763709542176724,3=0.03421096763374143,2=0.033875565990273374,4=0.031360053664263,10=0.03136005366426299,8=0.030521549555592865,
8=0.24230581338544202,7=0.10185637518319492,0=0.09599413776257938,9=0.0747435271128481,1=0.07132388861748903,3=0.06399609184171963,4=0.06204201270151444,11=0.05935515388373234,12=0.05056179775280905,6=0.04689789936492435,2=0.04372252076209095,10=0.04372252076209095,5=0.04347826086956529,
0=0.1378958120531155,9=0.11814776983316308,1=0.09193054136874357,11=0.08580183861082732,7=0.07490636704119845,12=0.0667347633639768,4=0.060946544092611465,2=0.06060606060606056,3=0.06060606060606056,5=0.06060606060606056,6=0.06060606060606056,8=0.06060606060606056,10=0.06060606060606056,
1=0.33065810593900496,8=0.08874111442329743,0=0.07750515936711759,9=0.07223113964686995,7=0.055491859665214374,11=0.054345333639073616,3=0.05296950240770463,4=0.049988534739738584,12=0.04677826186654438,6=0.04517312542994728,5=0.0428800733776657,2=0.04219215776198123,10=0.04104563173584044,
1=0.2885597548518897,0=0.11491317671092956,9=0.09014300306435143,11=0.06409601634320743,7=0.061031664964249305,12=0.05617977528089892,4=0.04724208375893769,3=0.04698672114402451,8=0.0469867211440245,10=0.04673135852911133,2=0.045965270684371784,5=0.04570990806945861,6=0.04545454545454543,
0=0.13789581205311544,9=0.11882873680626492,1=0.09567585972080349,11=0.08069458631256378,7=0.07320394960844394,12=0.0687776642832822,3=0.060946544092611465,4=0.060946544092611465,2=0.06060606060606056,5=0.06060606060606056,6=0.06060606060606056,8=0.06060606060606056,10=0.06060606060606056,
12=0.1539629517157607,0=0.11387792286668691,9=0.10719708472517457,1=0.08442150015183722,11=0.07652596416641361,7=0.06802307925903432,4=0.06194959003947772,6=0.057090798663832334,5=0.05648344974187672,3=0.055876100819921046,8=0.05496507743698755,2=0.05496507743698753,10=0.054661402976009715,
0=0.12331460674157303,8=0.1087078651685393,9=0.10028089887640446,5=0.09831460674157294,1=0.09382022471910112,11=0.07303370786516852,7=0.06797752808988763,4=0.05983146067415727,3=0.05955056179775277,12=0.058707865168539264,2=0.05365168539325836,10=0.051685393258426894,6=0.051123595505617896,
0=0.13993871297242091,9=0.11474293496765406,1=0.09124957439564177,11=0.08069458631256378,7=0.07831120190670747,12=0.07048008171603672,3=0.060946544092611465,2=0.06060606060606056,4=0.06060606060606056,5=0.06060606060606056,6=0.06060606060606056,8=0.06060606060606056,10=0.06060606060606056,
0=0.1375553285665646,9=0.1161048689138577,1=0.0970377936670071,11=0.07933265236636017,7=0.07797071842015656,12=0.06741573033707861,6=0.060946544092611465,2=0.06060606060606056,3=0.06060606060606056,4=0.06060606060606056,5=0.06060606060606056,8=0.06060606060606056,10=0.06060606060606056,
9=0.09608678806664087,0=0.08872530027121274,7=0.08756296009298725,1=0.08562572646261138,11=0.08213870592793487,12=0.07671445176288255,5=0.06935296396745441,2=0.06896551724137924,3=0.06896551724137924,4=0.06896551724137924,6=0.06896551724137924,8=0.06896551724137924,10=0.06896551724137924,
5=0.13005020320344254,6=0.12765957446808507,7=0.1094907960793689,4=0.10566579010279709,3=0.07147979918718624,9=0.0662204159694,0=0.06598135309586423,11=0.06311259861343532,8=0.05833134114272053,1=0.05785321539564902,12=0.05522352378675593,2=0.04446569447764756,10=0.044465694477647554,
2=0.573350213641399,5=0.07145117898401648,3=0.06789048900142428,11=0.049137521759772124,4=0.045814211109352763,10=0.03908846336445642,6=0.038692831144168376,0=0.02231365722424432,9=0.021838898559898696,1=0.019781611014400995,7=0.017566070580788084,8=0.017012185472384853,12=0.016062668143693604,
11=0.14973629901398766,6=0.14423297408851188,1=0.13574868149506997,7=0.10112359550561796,12=0.09562027058014211,0=0.05801421692272413,9=0.05595047007567067,8=0.047924787892685165,3=0.042880073377665695,4=0.04265076817243755,5=0.04242146296720938,10=0.04242146296720938,2=0.041274936941068596,
5=0.2886368454526183,8=0.15497138011447956,3=0.12868348526605888,6=0.11691753232987068,11=0.06550773796904816,7=0.044307822768708954,9=0.037841848632605514,4=0.03625185499258005,12=0.03540385838456648,0=0.0243799024803901,10=0.022789908840364647,1=0.02236591053635786,2=0.02194191223235108,
8=0.16878901373283375,3=0.1519350811485641,12=0.14631710362047426,4=0.11647940074906356,6=0.09525593008739063,7=0.0676654182272159,11=0.0580524344569288,9=0.0518102372034956,0=0.03408239700374529,1=0.032209737827715336,5=0.0274656679151061,10=0.026841448189762772,2=0.023096129837702845,
10=0.36424923391215513,2=0.09090909090909095,5=0.08743615934627168,12=0.08001361933946202,3=0.07994552264215182,8=0.07361252979230504,4=0.061218930881852235,7=0.04916581545795029,6=0.03520599250936327,9=0.02798774259448416,0=0.01784133469526727,11=0.0163432073544433,1=0.01607082056520259,
6=0.14725014784151383,12=0.1269465799329785,2=0.11748472304356396,5=0.10565740193179578,7=0.0959984230238518,9=0.08042578356002364,0=0.058939483540311484,10=0.05519416518825156,1=0.05144884683619166,11=0.05066035876207375,8=0.037650305539128785,3=0.03666469544648144,4=0.035679085353834086,
6=0.16696629213483147,12=0.14426966292134827,7=0.11303370786516853,9=0.09865168539325837,5=0.08966292134831458,0=0.062022471910112356,1=0.05550561797752811,11=0.05550561797752809,10=0.044269662921348346,2=0.04382022471910115,8=0.04359550561797756,3=0.0413483146067416,4=0.0413483146067416,
6=0.1545984186433625,7=0.14856429463171036,12=0.1385767790262172,11=0.12359550561797757,9=0.08593424885559715,0=0.05742821473158549,1=0.04931335830212236,5=0.04390345401581357,10=0.040158135663753675,8=0.039950062421972576,3=0.03995006242197257,2=0.03995006242197256,4=0.03807740324594259,
12=0.20615020697811934,3=0.13222945002956832,4=0.11780011827321119,7=0.10928444707273803,5=0.08976936723832052,8=0.0769958604376109,2=0.0720283855706682,6=0.04754583086930816,10=0.03287995269071559,1=0.031815493790656464,9=0.029804849201655863,0=0.02779420461265526,11=0.02590183323477235,
12=0.15391138435446255,7=0.14437142251430998,2=0.13292346830612684,5=0.09624761500954006,6=0.08246767012931953,0=0.06147975408098376,10=0.05745177019291927,9=0.05617977528089896,11=0.05024379902480395,1=0.04939580241679038,8=0.03985584057663769,3=0.03773584905660377,4=0.03773584905660377,
7=0.15579083837510813,2=0.13677614520311154,5=0.09701815038893677,11=0.09507346585998261,12=0.08729472774416584,6=0.08124459809853059,9=0.06006914433880719,0=0.0583405358686257,10=0.057044079515989554,1=0.053370786516853876,8=0.04083837510803798,3=0.03867761452031111,4=0.03846153846153842,
12=0.26052434456928847,2=0.11355805243445696,5=0.11011235955056183,7=0.07610486891385772,8=0.07370786516853935,6=0.06516853932584277,3=0.049887640449438206,10=0.049737827715355835,0=0.040898876404494404,9=0.04059925093632962,4=0.040599250936329614,1=0.040149812734082406,11=0.038951310861423234,
6=0.13218770654329132,9=0.0958360872438862,0=0.09418374091209508,7=0.08493060145406464,1=0.08426966292134819,11=0.0809649702577659,12=0.0670852610707203,10=0.06311962987442156,8=0.06080634500991396,3=0.05981493721083927,5=0.059153998678122814,2=0.05882352941176458,4=0.05882352941176458,
6=0.13020489094514193,0=0.0981493721083938,9=0.09054857898215456,7=0.08691341705221403,1=0.08559153998678111,11=0.07931262392597475,12=0.06774619960343677,10=0.06278916060806333,8=0.06113681427627219,5=0.05981493721083928,3=0.059484467944481034,4=0.059484467944481034,2=0.05882352941176458,
2=0.14753297508549096,12=0.13019052271616993,5=0.11480214948705417,6=0.08475818270639972,9=0.07010258915486078,10=0.06765999022960434,0=0.06765999022960432,1=0.06546165119687351,7=0.058378114313629735,11=0.058378114313629714,3=0.046165119687347406,8=0.04469956033219352,4=0.04421104054714224,
0=0.1298048492016557,9=0.10851567120047308,8=0.10615020697811942,1=0.08633944411590769,11=0.07421643997634528,12=0.07392075694855112,3=0.06948551153163804,7=0.06741573033707857,4=0.06475458308693074,5=0.05617977528089885,6=0.05499704316972205,10=0.054109994086339444,2=0.05410999408633944,
1=0.13579454253611542,0=0.12231139646869972,9=0.10593900481540919,11=0.07897271268057772,12=0.07736757624398061,7=0.0757624398073835,3=0.0581059390048153,4=0.0581059390048153,2=0.05778491171749587,8=0.05778491171749587,6=0.05746388443017645,10=0.05746388443017645,5=0.05714285714285703,
0=0.13959822948587,9=0.11610486891385768,1=0.09669731018045623,7=0.07728975144705477,11=0.07660878447395296,12=0.0680966973101804,3=0.061287027579162365,4=0.060946544092611465,8=0.060946544092611465,2=0.06060606060606056,5=0.06060606060606056,6=0.06060606060606056,10=0.06060606060606056,
0=0.12633598246094815,9=0.1068785968758564,3=0.10359002466429162,8=0.08577692518498226,1=0.08495478213209104,4=0.076733351603179,11=0.07180049328583178,12=0.07180049328583178,7=0.06686763496848455,2=0.052617155385037036,6=0.05124691696355169,5=0.05069882159495756,10=0.05069882159495756,
0=0.13307584269662923,9=0.11551966292134831,1=0.09164325842696629,7=0.07724719101123595,11=0.07584269662921349,12=0.06917134831460674,2=0.0625,3=0.0625,4=0.0625,5=0.0625,6=0.0625,8=0.0625,10=0.0625,
11=0.136938202247191,0=0.1014747191011236,9=0.09410112359550561,1=0.09094101123595505,7=0.06882022471910113,12=0.06601123595505617,10=0.06460674157303371,5=0.06390449438202248,8=0.06320224719101124,2=0.0625,3=0.0625,4=0.0625,6=0.0625,
9=0.09802402169701667,0=0.09221232080588922,1=0.08330104610616039,11=0.08252615265401006,7=0.08058891902363423,12=0.07981402557148387,3=0.0693529639674544,5=0.0693529639674544,2=0.06896551724137924,4=0.06896551724137924,6=0.06896551724137924,8=0.06896551724137924,10=0.06896551724137924,
5=0.4180211628668048,8=0.13515872150103647,6=0.11508672411912299,7=0.09108759681466135,12=0.03207156103414421,2=0.028035344169302926,9=0.028035344169302926,0=0.02792625722700992,10=0.027598996400130898,11=0.025853605323442778,1=0.025417257554270746,3=0.023453692592996612,4=0.02225373622777353,
10=0.6097119979336175,5=0.07458349476946922,2=0.07387317577166476,7=0.07387317577166476,11=0.04145679969004263,6=0.029445951181712504,9=0.01588531576908176,0=0.015820741314735886,1=0.014916698953893848,12=0.014852124499547988,8=0.012010848508330101,4=0.011881699599638378,3=0.011687976236600794,
8=0.2521847690387017,6=0.15813566375364127,7=0.13337494798168956,9=0.056595921764461085,0=0.055139409071993335,11=0.05118601747815232,1=0.04848106533499793,3=0.04535996670828134,12=0.043279234290470266,4=0.04036620890553478,10=0.03995006242197256,5=0.03870162297128593,2=0.03724511027881818,
7=0.13354735152487945,0=0.12873194221508813,9=0.10979133226324224,1=0.08796147672552157,11=0.07191011235955044,12=0.06613162118780089,6=0.059069020866773556,2=0.05714285714285703,3=0.05714285714285703,4=0.05714285714285703,5=0.05714285714285703,8=0.05714285714285703,10=0.05714285714285703,
8=0.28294177732380016,0=0.10520939734422878,9=0.08529111338100114,1=0.06945863125638416,11=0.06358529111338107,7=0.057711950970378,3=0.05515832482124623,12=0.05158324821246173,4=0.047242083758937674,2=0.04545454545454543,5=0.04545454545454543,6=0.04545454545454543,10=0.04545454545454543,
0=0.132448076268301,9=0.11338100102145048,1=0.10589036431733058,11=0.08171603677221649,7=0.07422540006809665,12=0.06775621382362951,8=0.060946544092611465,2=0.06060606060606056,3=0.06060606060606056,4=0.06060606060606056,5=0.06060606060606056,6=0.06060606060606056,10=0.06060606060606056,
8=0.21151685393258418,0=0.11516853932584267,9=0.09438202247191008,1=0.0783707865168539,11=0.06825842696629211,7=0.062078651685393234,3=0.05898876404494376,12=0.05730337078651678,4=0.05337078651685386,5=0.05028089887640441,6=0.05028089887640441,2=0.04999999999999991,10=0.04999999999999991,
11=0.1444622792937398,0=0.12327447833065795,9=0.1075441412520063,1=0.08507223113964676,7=0.07351524879614757,12=0.06452648475120375,10=0.05778491171749588,6=0.05778491171749587,8=0.05746388443017645,2=0.05714285714285703,3=0.05714285714285703,4=0.05714285714285703,5=0.05714285714285703,
4=0.18087147163606448,0=0.10633050150726225,1=0.09920526171553853,9=0.09016168813373532,8=0.08468073444779398,7=0.06631953959989043,11=0.06385311044121682,3=0.055631679912304784,12=0.055357632228007714,5=0.04987667854206635,6=0.04960263085776929,2=0.04905453548917515,10=0.04905453548917515,
4=0.1770348040559055,0=0.1112633598246095,8=0.1107152644560153,9=0.09728692792545905,1=0.08002192381474382,11=0.06303096738832561,7=0.06083858591394907,12=0.05343929843792824,3=0.05097286927925462,10=0.04905453548917515,2=0.048780487804878085,5=0.048780487804878085,6=0.048780487804878085,
5=0.33158020559407086,0=0.09968921826440356,9=0.07769543389911546,1=0.06932823332536457,11=0.05498446091322015,7=0.05378914654554148,2=0.04900788907482665,12=0.04876882620129089,10=0.04374850585704034,3=0.043031317236433116,4=0.043031317236433116,6=0.042792254362897374,8=0.04255319148936164,
0=0.13258426966292122,12=0.1152487961476724,9=0.10497592295345097,1=0.09277688603531287,11=0.07897271268057772,7=0.07062600321027274,5=0.060032102728731836,3=0.05810593900481529,4=0.05746388443017645,8=0.05746388443017645,10=0.05746388443017645,2=0.05714285714285703,6=0.05714285714285703,
0=0.1423220973782772,9=0.11338100102145048,1=0.09635682669390529,11=0.07865168539325838,7=0.07831120190670747,12=0.0667347633639768,2=0.06060606060606056,3=0.06060606060606056,4=0.06060606060606056,5=0.06060606060606056,6=0.06060606060606056,8=0.06060606060606056,10=0.06060606060606056,
0=0.13514357053682893,1=0.12265917602996251,9=0.11079900124843936,11=0.08083645443195993,7=0.07240948813982512,12=0.06647940074906357,3=0.060861423220973696,6=0.060237203495630366,4=0.05930087390761538,8=0.05867665418227204,5=0.058052434456928745,10=0.0574282147315854,2=0.05711610486891375,
5=0.36389513108614235,3=0.15850187265917598,8=0.09528089887640456,4=0.06456928838951315,12=0.06352059925093634,2=0.047041198501872696,10=0.04074906367041201,1=0.028164794007490643,9=0.028164794007490643,7=0.027865168539325844,11=0.027715355805243445,6=0.027415730337078652,0=0.02711610486891386,
10=0.5190245148110317,2=0.10431562819203266,5=0.08318437180796732,8=0.05005107252298264,6=0.04194330949948927,12=0.03351634320735445,7=0.0306435137895812,4=0.03045199182839633,9=0.029047497446373863,3=0.024259448416751792,0=0.020237487231869262,1=0.017428498467824335,11=0.015896322778345275,
6=0.20990806945863108,12=0.11874361593462718,9=0.10725229826353423,7=0.10137895812053115,0=0.0666496424923392,1=0.06128702757916247,11=0.056690500510725286,10=0.04800817160367723,5=0.04698672114402451,8=0.04622063329928497,3=0.045965270684371784,2=0.04545454545454543,4=0.04545454545454543,
12=0.15056179775280906,6=0.14775280898876403,8=0.14700374531835206,4=0.08483146067415721,7=0.07921348314606731,9=0.0758426966292134,3=0.06835205992509356,0=0.05093632958801495,1=0.04700374531835203,11=0.04513108614232208,10=0.03520599250936328,5=0.034644194756554295,2=0.03352059925093632,
11=0.26161328190508154,5=0.23444574878416932,7=0.10263290290122422,12=0.06037229582424957,0=0.054502767063558624,9=0.047291631728995476,1=0.04108670132483651,10=0.04058359885963443,2=0.03504947174241157,6=0.03152775448599702,8=0.03085695119906092,3=0.03001844709039079,4=0.03001844709039079,
8=0.164943820224719,12=0.1438202247191011,4=0.10112359550561793,0=0.09393258426966289,7=0.08539325842696625,9=0.07348314606741572,1=0.06359550561797753,3=0.055730337078651694,11=0.05258426966292135,6=0.04359550561797756,5=0.0413483146067416,10=0.040449438202247216,2=0.04000000000000003,
12=0.12507392075694854,7=0.12270845653459485,0=0.11945594322885862,9=0.10437610881135416,1=0.08604376108811347,11=0.06830277942046122,6=0.056475458308693056,8=0.05322294500295684,3=0.052927261975162634,4=0.052927261975162634,5=0.052927261975162634,10=0.052927261975162634,2=0.05263157894736843,
3=0.18785112359550563,4=0.1815308988764045,7=0.10990168539325842,8=0.09041432584269662,12=0.0879564606741573,0=0.06811797752808989,9=0.05530196629213483,1=0.0488061797752809,11=0.04266151685393258,6=0.032654494382022475,5=0.03195224719101124,10=0.03160112359550562,2=0.03125,
5=0.2934831460674161,7=0.14022471910112355,0=0.0887640449438202,9=0.07033707865168536,1=0.06112359550561796,11=0.0510112359550562,12=0.0465168539325843,2=0.044269662921348346,10=0.04224719101123598,6=0.04179775280898879,8=0.04022471910112362,3=0.04000000000000003,4=0.04000000000000003,
7=0.18554509565745517,0=0.12268448223504404,9=0.09717582751290615,1=0.07652596416641358,11=0.07136349832979044,12=0.06377163680534466,6=0.05830549650774371,4=0.054357728515031886,2=0.05405405405405404,3=0.05405405405405404,5=0.05405405405405404,8=0.05405405405405404,10=0.05405405405405404,
4=0.2384519350811485,8=0.13150228880565965,7=0.09030378693300038,0=0.07990012484394507,9=0.0688722430295464,3=0.06637536412817312,1=0.060341240116521054,12=0.058260507698709905,11=0.053058676654182305,6=0.04036620890553478,2=0.03766125676238039,10=0.037661256762380385,5=0.03724511027881818,
5=0.48580721466587784,8=0.11945594322885865,1=0.08086930810171483,10=0.040508574807805994,6=0.03888231815493786,2=0.03755174452986396,3=0.03222945002956828,4=0.027794204612655225,7=0.027794204612655225,11=0.027646363098758123,12=0.027498521584861026,9=0.02705499704316972,0=0.02690715552927262,
10=0.5156185657979881,2=0.08429907641625975,5=0.07688687569857047,8=0.0685334431437143,12=0.04264956762162481,4=0.041825989764103795,7=0.038943467262780175,6=0.03459027001588329,11=0.03159009353491382,0=0.018295193834931472,9=0.017118654038472843,3=0.014942055415024405,1=0.01470674745573268,
5=0.23332846928352544,12=0.12111484021596367,3=0.1062308478038814,1=0.10229096745950678,6=0.08842842550707714,2=0.08755289654166053,7=0.05968189114256524,10=0.040128410914927706,9=0.039690646432219416,0=0.035896687582080776,11=0.03312417919159487,8=0.02641179045673425,4=0.02611994746826205,
5=0.24731869254341152,8=0.13546986721144028,7=0.11848825331971395,6=0.09831460674157297,4=0.08644024514811026,12=0.07711950970377933,10=0.039325842696629226,9=0.03638917262512771,2=0.03587844739530136,0=0.03319713993871302,3=0.032431052093973484,1=0.030515832482124652,11=0.02911133810010217,
6=0.21833503575076596,12=0.13764044943820214,7=0.10188968335035753,0=0.06869254341164459,9=0.06818181818181823,1=0.06205311542390199,11=0.06154239019407565,10=0.04954034729315631,8=0.04851889683350358,5=0.04673135852911133,3=0.04596527068437178,2=0.04545454545454543,4=0.04545454545454543,
5=0.19869150903143196,8=0.15431659792348174,6=0.12131986915090323,7=0.1083771867444176,4=0.09884795903854351,12=0.07068695775849816,0=0.043521547432797625,9=0.0399658654529939,3=0.0369790925899588,1=0.03584127435642159,11=0.03513013796046082,2=0.029014364955198418,10=0.027307637604892604,
5=0.4353594151888454,6=0.10545552998510889,8=0.09976986598077695,12=0.05631514823338293,0=0.03925815622038715,9=0.03858129145796668,10=0.036279951265737104,2=0.03519696764586435,1=0.03316637335860294,11=0.03235413564369838,7=0.032083389738730185,3=0.028969811831596047,4=0.027209963449302828,
10=0.5911644535240044,2=0.08478038815117468,8=0.07265066394279877,5=0.057201225740551594,7=0.0393258426966292,11=0.03498467824310521,6=0.029749744637385098,0=0.016853932584269676,9=0.01596016343207356,1=0.014683350357507676,3=0.014555669050051085,4=0.014172625127681318,12=0.01391726251276814,
8=0.21508828250401243,1=0.13393971820938094,2=0.10968432316746908,6=0.09719992866060267,5=0.08649901908328864,0=0.062421972534331994,9=0.05546638130907791,10=0.045657214196539966,11=0.04066345639379343,3=0.04012841091492771,7=0.03977171392901724,12=0.0379882289994649,4=0.035491350098091616,
